=================================================
FastCopy(ver5.4.2 (Admin)) start at 2023/11/19 07:21:15
<Source>  C:\Users\M\Desktop\WebPages\
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\verify.js   <20221125-010354 442>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\container_data_002\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\container_data_002\visit.js   <20221125-010353 2,554>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\container_data_003\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\container_data_003\dv-measurements3225.js   <20221125-010354 558,381>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\container_data_003\visit.js   <20221125-010353 694>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\index_data\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\container_data_002\index_data\createjs.min.js   <20221125-010353 242,057>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\a.htm   <20221125-010355 108>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\a_002.htm   <20221125-010355 145>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\a_003.htm   <20221125-010355 1,956>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\a_004.htm   <20221125-010355 3,432>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\cookie.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\CookieSync.htm   <20221125-010355 529>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\generic.gif   <20221125-010354 70>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\index.gif   <20221125-010354 26>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\index.png   <20221125-010354 95>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync.htm   <20221125-010355 1,834>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\partner.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\partner_002.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\server_match.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\sync.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\user_sync.htm   <20221125-010355 16,223>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\usync.htm   <20221125-010355 372>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\a_data_003\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\a_data_003\usync.htm   <20221125-010355 375>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\CookieSync_data\   <20221125-010354>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\CookieSync_data\cmp.js   <20221125-010353 9,284>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\CookieSync_data\CookieSync.min.js   <20221125-010354 62,789>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\CookieSync_data\TemplatePool.min.js   <20221125-010354 155,193>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\1000.gif   <20221125-010354 42>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\a.htm   <20221125-010355 3,462>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\a.xht   <20221125-010355 7,091>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\aul   <20221125-010354 20>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\cm-notify.gif   <20221125-010354 42>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\generic.gif   <20221125-010354 70>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\index.gif   <20221125-010354 26>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\index_002.gif   <20221125-010354 26>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\match.png   <20221125-010354 68>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\partner.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync.htm   <20221125-010355 289>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_002.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_003.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_004.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_005.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_006.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_007.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_008.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_009.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync.htm   <20221125-010355 16,212>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\usync.htm   <20221125-010355 375>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\usync_002.htm   <20221125-010355 375>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\a_data\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_data\   <20221125-010354>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_data\index.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_data\index_002.gif   <20221125-010354 26>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_data\index_003.gif   <20221125-010354 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_data\match.gif   <20221125-010354 35>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\sync_data\sync.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync_data\SPug.htm   <20221125-010355 530>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync_data\UCookieSetPug.htm   <20221125-010353 60>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync_data\SPug_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync_data\SPug_data\cl_partner.htm   <20221125-010355 1,878>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync_data\SPug_data\sync_002.gif   <20221125-010354 49>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\isync_data\user_sync_data\SPug_data\cl_partner_data\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\user_sync_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\user_sync_data\SPug.htm   <20221125-010355 640>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\user_sync_data\SPug_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\user_sync_data\SPug_data\a.htm   <20221125-010355 108>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\cs_data\user_sync_data\SPug_data\cl_partner.htm   <20221125-010355 1,920>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\isyn_data\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\isyn_data\cframe.js   <20221125-010354 9,170>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\ixmatch_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\ixmatch_data\usermatch.htm   <20221125-010355 230>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\ixmatch_data\usermatch_data\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\ixmatch_data\usermatch_data\htw-pixel.gif   <20221125-010353 43>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\like_data\   <20221125-010353>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\like_data\GzgedhmzSQa.png   <20221125-010353 272>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\like_data\wCagT3a34hU.js   <20221125-010354 563,181>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\   <20221125-010355>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\33a-usync.gif   <20221125-010354 35>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\a.htm   <20221125-010355 3,384>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\apn-usync.gif   <20221125-010354 35>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\a_002.htm   <20221125-010355 3,230>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\ca.png   <20221125-010354 95>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\getuid.gif   <20221125-010354 37>
+ H:\Windows\Desktop\WebPages\[Tutorial] PSN Bypass Techniques and Setting Up Development_Debugging Environment PSX-Place_files\manage_data\index.gif   <20221125-010354 26>
